Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
24,1789992168000,21/09/2026 12:02:48,1789992168000,1,21/09/2026 13:02:48,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,20,Display 1,Screen 1,,,response,10,,,,5922.4,,,5922.4,1,5922.4,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_black.png,,K10_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1789992175000,21/09/2026 12:02:55,1789992175000,1,21/09/2026 13:02:55,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,21,Display 1,Screen 1,,,response,10,,,,3506.2,,,3506.2,1,3506.2,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_black.png,,K10_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1789992182000,21/09/2026 12:03:02,1789992182000,1,21/09/2026 13:03:02,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,22,Display 1,Screen 1,,,response,20,,,,10320.3,,,10320.3,1,10320.3,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_black.png,,K20_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1789992189000,21/09/2026 12:03:09,1789992189000,1,21/09/2026 13:03:09,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,23,Display 1,Screen 1,,,response,20,,,,5499.4,,,5499.4,1,5499.4,,,,Answer_20,,,Display 1,20,disc_K20_D2_orig_black.png,,K20_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1789992196000,21/09/2026 12:03:16,1789992196000,1,21/09/2026 13:03:16,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,24,Display 1,Screen 1,,,response,25,,,,16320.2,,,16320.2,0,16320.2,,,,Answer_25,,,Display 1,20,disc_K20_D3_orig_black.png,,K20_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1789992203000,21/09/2026 12:03:23,1789992203000,1,21/09/2026 13:03:23,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,25,Display 1,Screen 1,,,response,30,,,,7311.1,,,7311.1,1,7311.1,,,,Answer_30,,,Display 1,30,disc_K30_D1_orig_black.png,,K30_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1789992210000,21/09/2026 12:03:30,1789992210000,1,21/09/2026 13:03:30,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,26,Display 1,Screen 1,,,response,30,,,,9735.0,,,9735.0,1,9735.0,,,,Answer_30,,,Display 1,30,disc_K30_D2_orig_black.png,,K30_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1789992217000,21/09/2026 12:03:37,1789992217000,1,21/09/2026 13:03:37,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,27,Display 1,Screen 1,,,response,30,,,,5489.7,,,5489.7,1,5489.7,,,,Answer_30,,,Display 1,30,disc_K30_D3_orig_black.png,,K30_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1789992224000,21/09/2026 12:03:44,1789992224000,1,21/09/2026 13:03:44,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,28,Display 1,Screen 1,,,response,10,,,,3008.7,,,3008.7,1,3008.7,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_black.png,,K10_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1789992231000,21/09/2026 12:03:51,1789992231000,1,21/09/2026 13:03:51,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,29,Display 1,Screen 1,,,response,10,,,,4555.5,,,4555.5,1,4555.5,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_black.png,,K10_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1789992238000,21/09/2026 12:03:58,1789992238000,1,21/09/2026 13:03:58,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,30,Display 1,Screen 1,,,response,10,,,,6450.1,,,6450.1,1,6450.1,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_black.png,,K10_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1789992245000,21/09/2026 12:04:05,1789992245000,1,21/09/2026 13:04:05,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,31,Display 1,Screen 1,,,response,15,,,,5445.9,,,5445.9,0,5445.9,,,,Answer_15,,,Display 1,20,disc_K20_D1_opt_black.png,,K20_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1789992252000,21/09/2026 12:04:12,1789992252000,1,21/09/2026 13:04:12,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,32,Display 1,Screen 1,,,response,20,,,,4800.9,,,4800.9,1,4800.9,,,,Answer_20,,,Display 1,20,disc_K20_D2_opt_black.png,,K20_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1789992259000,21/09/2026 12:04:19,1789992259000,1,21/09/2026 13:04:19,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,33,Display 1,Screen 1,,,response,20,,,,9188.9,,,9188.9,1,9188.9,,,,Answer_20,,,Display 1,20,disc_K20_D3_opt_black.png,,K20_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1789992266000,21/09/2026 12:04:26,1789992266000,1,21/09/2026 13:04:26,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,34,Display 1,Screen 1,,,response,30,,,,5742.4,,,5742.4,1,5742.4,,,,Answer_30,,,Display 1,30,disc_K30_D1_opt_black.png,,K30_D1,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1789992273000,21/09/2026 12:04:33,1789992273000,1,21/09/2026 13:04:33,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,35,Display 1,Screen 1,,,response,25,,,,7642.2,,,7642.2,0,7642.2,,,,Answer_25,,,Display 1,30,disc_K30_D2_opt_black.png,,K30_D2,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1789992280000,21/09/2026 12:04:40,1789992280000,1,21/09/2026 13:04:40,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_WB_OrigFirst,G_WB_OrigFirst,G_WB_OrigFirst,36,Display 1,Screen 1,,,response,25,,,,6232.8,,,6232.8,0,6232.8,,,,Answer_25,,,Display 1,30,disc_K30_D3_opt_black.png,,K30_D3,G_WB_OrigFirst,OriginalFirst,WhiteBlack,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,30,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1789992287000,21/09/2026 12:04:47,1789992287000,1,21/09/2026 13:04:47,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,1,Display 1,Screen 1,,,response,Right,,,,6051.4,,,6051.4,,6051.4,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,10,1,easy,,,,,,,,,,,,,,,,,,,,,1,K10_D1_black,SideA,disc_K10_D1_orig_black.png,disc_K10_D1_opt_black.png,Right,disc_K10_D1_orig_black.png,disc_K10_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
42,1789992294000,21/09/2026 12:04:54,1789992294000,1,21/09/2026 13:04:54,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,2,Display 1,Screen 1,,,response,Right,,,,2566.2,,,2566.2,,2566.2,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,10,2,medium,,,,,,,,,,,,,,,,,,,,,2,K10_D2_black,SideA,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Right,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
43,1789992301000,21/09/2026 12:05:01,1789992301000,1,21/09/2026 13:05:01,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,3,Display 1,Screen 1,,,response,Left,,,,3442.3,,,3442.3,,3442.3,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,20,3,hard,,,,,,,,,,,,,,,,,,,,,3,K20_D3_black,SideA,disc_K20_D3_orig_black.png,disc_K20_D3_opt_black.png,Right,disc_K20_D3_orig_black.png,disc_K20_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
44,1789992308000,21/09/2026 12:05:08,1789992308000,1,21/09/2026 13:05:08,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,4,Display 1,Screen 1,,,response,Left,,,,4289.9,,,4289.9,,4289.9,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,2,medium,,,,,,,,,,,,,,,,,,,,,4,K30_D2_black,SideA,disc_K30_D2_orig_black.png,disc_K30_D2_opt_black.png,Right,disc_K30_D2_orig_black.png,disc_K30_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
45,1789992315000,21/09/2026 12:05:15,1789992315000,1,21/09/2026 13:05:15,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,5,Display 1,Screen 1,,,response,Left,,,,4639.4,,,4639.4,,4639.4,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,1,easy,,,,,,,,,,,,,,,,,,,,,5,K30_D1_black,SideA,disc_K30_D1_opt_black.png,disc_K30_D1_orig_black.png,Left,disc_K30_D1_orig_black.png,disc_K30_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
46,1789992322000,21/09/2026 12:05:22,1789992322000,1,21/09/2026 13:05:22,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,6,Display 1,Screen 1,,,response,Right,,,,3278.1,,,3278.1,,3278.1,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,20,1,easy,,,,,,,,,,,,,,,,,,,,,6,K20_D1_black,SideA,disc_K20_D1_orig_black.png,disc_K20_D1_opt_black.png,Right,disc_K20_D1_orig_black.png,disc_K20_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
47,1789992329000,21/09/2026 12:05:29,1789992329000,1,21/09/2026 13:05:29,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,7,Display 1,Screen 1,,,response,Left,,,,2296.1,,,2296.1,,2296.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,20,3,hard,,,,,,,,,,,,,,,,,,,,,7,K20_D3_white,SideA,disc_K20_D3_orig_white.png,disc_K20_D3_opt_white.png,Right,disc_K20_D3_orig_white.png,disc_K20_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
48,1789992336000,21/09/2026 12:05:36,1789992336000,1,21/09/2026 13:05:36,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_001,S3P001,S3_PRIV_001,,complete,SYNTHETIC,S3_EXT_001,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_WB_OrigFirst,G_WB_SideA,G_WB_SideA,8,Display 1,Screen 1,,,response,Right,,,,5984.8,,,5984.8,,5984.8,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,30,1,easy,,,,,,,,,,,,,,,,,,,,,8,K30_D1_white,SideA,disc_K30_D1_orig_white.png,disc_K30_D1_opt_white.png,Right,disc_K30_D1_orig_white.png,disc_K30_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
