Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-6fcy,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating,Spreadsheet: optimized_side,Spreadsheet: preferred_side,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question
44,1789992308000,21/09/2026 12:05:08,1789992308000,1,21/09/2026 13:05:08,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2910.6,,,2910.6,1,2910.6,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
45,1789992315000,21/09/2026 12:05:15,1789992315000,1,21/09/2026 13:05:15,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,1,Display 1,Screen 1,,,response,5,,,,3900.5,,,3900.5,1,3900.5,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipy.png,,5,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
46,1789992322000,21/09/2026 12:05:22,1789992322000,1,21/09/2026 13:05:22,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,2,Display 1,Screen 1,,,response,10,,,,6300.7,,,6300.7,1,6300.7,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipy.png,,10,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
47,1789992329000,21/09/2026 12:05:29,1789992329000,1,21/09/2026 13:05:29,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,3,Display 1,Screen 1,,,response,30,,,,5528.9,,,5528.9,1,5528.9,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
48,1789992336000,21/09/2026 12:05:36,1789992336000,1,21/09/2026 13:05:36,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,4,Display 1,Screen 1,,,response,10,,,,4238.4,,,4238.4,1,4238.4,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipy.png,,10,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
49,1789992343000,21/09/2026 12:05:43,1789992343000,1,21/09/2026 13:05:43,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,5,Display 1,Screen 1,,,response,10,,,,6622.7,,,6622.7,1,6622.7,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
50,1789992350000,21/09/2026 12:05:50,1789992350000,1,21/09/2026 13:05:50,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,6,Display 1,Screen 1,,,response,20,,,,4338.4,,,4338.4,1,4338.4,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
51,1789992357000,21/09/2026 12:05:57,1789992357000,1,21/09/2026 13:05:57,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,7,Display 1,Screen 1,,,response,5,,,,3574.1,,,3574.1,1,3574.1,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipy.png,,5,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
52,1789992364000,21/09/2026 12:06:04,1789992364000,1,21/09/2026 13:06:04,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,8,Display 1,Screen 1,,,response,20,,,,6395.5,,,6395.5,1,6395.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipy.png,,20,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
53,1789992371000,21/09/2026 12:06:11,1789992371000,1,21/09/2026 13:06:11,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,9,Display 1,Screen 1,,,response,10,,,,4756.4,,,4756.4,1,4756.4,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
54,1789992378000,21/09/2026 12:06:18,1789992378000,1,21/09/2026 13:06:18,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,10,Display 1,Screen 1,,,response,20,,,,12989.8,,,12989.8,1,12989.8,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
55,1789992385000,21/09/2026 12:06:25,1789992385000,1,21/09/2026 13:06:25,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,11,Display 1,Screen 1,,,response,5,,,,2977.7,,,2977.7,1,2977.7,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipysa.png,,5,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
56,1789992392000,21/09/2026 12:06:32,1789992392000,1,21/09/2026 13:06:32,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,12,Display 1,Screen 1,,,response,30,,,,6583.5,,,6583.5,1,6583.5,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
57,1789992399000,21/09/2026 12:06:39,1789992399000,1,21/09/2026 13:06:39,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,13,Display 1,Screen 1,,,response,10,,,,4006.6,,,4006.6,1,4006.6,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipysa.png,,10,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
58,1789992406000,21/09/2026 12:06:46,1789992406000,1,21/09/2026 13:06:46,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,14,Display 1,Screen 1,,,response,30,,,,6602.9,,,6602.9,1,6602.9,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
59,1789992413000,21/09/2026 12:06:53,1789992413000,1,21/09/2026 13:06:53,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,15,Display 1,Screen 1,,,response,5,,,,4166.0,,,4166.0,1,4166.0,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
60,1789992420000,21/09/2026 12:07:00,1789992420000,1,21/09/2026 13:07:00,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,16,Display 1,Screen 1,,,response,30,,,,4387.6,,,4387.6,1,4387.6,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipy.png,,30,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
61,1789992427000,21/09/2026 12:07:07,1789992427000,1,21/09/2026 13:07:07,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,17,Display 1,Screen 1,,,response,20,,,,6966.9,,,6966.9,1,6966.9,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
62,1789992434000,21/09/2026 12:07:14,1789992434000,1,21/09/2026 13:07:14,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,18,Display 1,Screen 1,,,response,5,,,,3232.9,,,3232.9,1,3232.9,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
63,1789992441000,21/09/2026 12:07:21,1789992441000,1,21/09/2026 13:07:21,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,19,Display 1,Screen 1,,,response,20,,,,3778.6,,,3778.6,1,3778.6,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipysa.png,,20,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
64,1789992448000,21/09/2026 12:07:28,1789992448000,1,21/09/2026 13:07:28,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,20,Display 1,Screen 1,,,response,10,,,,2621.3,,,2621.3,1,2621.3,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipysa.png,,10,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
65,1789992455000,21/09/2026 12:07:35,1789992455000,1,21/09/2026 13:07:35,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,21,Display 1,Screen 1,,,response,30,,,,4683.8,,,4683.8,1,4683.8,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
66,1789992462000,21/09/2026 12:07:42,1789992462000,1,21/09/2026 13:07:42,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,22,Display 1,Screen 1,,,response,5,,,,8095.0,,,8095.0,1,8095.0,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
67,1789992469000,21/09/2026 12:07:49,1789992469000,1,21/09/2026 13:07:49,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,23,Display 1,Screen 1,,,response,20,,,,7263.4,,,7263.4,1,7263.4,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipy.png,,20,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
68,1789992476000,21/09/2026 12:07:56,1789992476000,1,21/09/2026 13:07:56,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,24,Display 1,Screen 1,,,response,30,,,,8588.5,,,8588.5,1,8588.5,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
69,1789992483000,21/09/2026 12:08:03,1789992483000,1,21/09/2026 13:08:03,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline,,,,4041.5,,,4041.5,,4041.5,,,,Image Response,,,Display 1,1,compare_10_medium_optimized.png,compare_10_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
70,1789992490000,21/09/2026 12:08:10,1789992490000,1,21/09/2026 13:08:10,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline,,,,2556.9,,,2556.9,,2556.9,,,,Image Response,,,Display 1,2,compare_10_hard_optimized.png,compare_10_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
71,1789992497000,21/09/2026 12:08:17,1789992497000,1,21/09/2026 13:08:17,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline,,,,4109.3,,,4109.3,,4109.3,,,,Image Response,,,Display 1,3,compare_5_hard_baseline.png,compare_5_hard_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
72,1789992504000,21/09/2026 12:08:24,1789992504000,1,21/09/2026 13:08:24,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline,,,,5054.3,,,5054.3,,5054.3,,,,Image Response,,,Display 1,4,compare_20_easy_baseline.png,compare_20_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
73,1789992511000,21/09/2026 12:08:31,1789992511000,1,21/09/2026 13:08:31,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized,,,,4159.7,,,4159.7,,4159.7,,,,Image Response,,,Display 1,5,compare_20_hard_optimized.png,compare_20_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
74,1789992518000,21/09/2026 12:08:38,1789992518000,1,21/09/2026 13:08:38,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline,,,,2263.9,,,2263.9,,2263.9,,,,Image Response,,,Display 1,6,compare_10_easy_optimized.png,compare_10_easy_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
75,1789992525000,21/09/2026 12:08:45,1789992525000,1,21/09/2026 13:08:45,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized,,,,7350.8,,,7350.8,,7350.8,,,,Image Response,,,Display 1,7,compare_30_hard_optimized.png,compare_30_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
76,1789992532000,21/09/2026 12:08:52,1789992532000,1,21/09/2026 13:08:52,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized,,,,2793.3,,,2793.3,,2793.3,,,,Image Response,,,Display 1,8,compare_5_easy_optimized.png,compare_5_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
77,1789992539000,21/09/2026 12:08:59,1789992539000,1,21/09/2026 13:08:59,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized,,,,4383.2,,,4383.2,,4383.2,,,,Image Response,,,Display 1,9,compare_5_medium_optimized.png,compare_5_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
78,1789992546000,21/09/2026 12:09:06,1789992546000,1,21/09/2026 13:09:06,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline,,,,4462.9,,,4462.9,,4462.9,,,,Image Response,,,Display 1,10,compare_30_easy_baseline.png,compare_30_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
79,1789992553000,21/09/2026 12:09:13,1789992553000,1,21/09/2026 13:09:13,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline,,,,2515.7,,,2515.7,,2515.7,,,,Image Response,,,Display 1,11,compare_30_medium_optimized.png,compare_30_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
80,1789992560000,21/09/2026 12:09:20,1789992560000,1,21/09/2026 13:09:20,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_002,S2P002,S2_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline,,,,4877.0,,,4877.0,,4877.0,,,,Image Response,,,Display 1,12,compare_20_medium_optimized.png,compare_20_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
81,1789992567000,21/09/2026 12:09:27,1789992567000,1,21/09/2026 13:09:27,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2738.7,,,2738.7,1,2738.7,,,,Number Entry,,,Display 1,,,,12,,,,,,12,Q1_answer,,,,,,
82,1789992574000,21/09/2026 12:09:34,1789992574000,1,21/09/2026 13:09:34,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2206.9,,,2206.9,1,2206.9,,,,Number Entry,,,Display 2,,,,16,,,,,,16,Q2_answer,,,,,,
83,1789992581000,21/09/2026 12:09:41,1789992581000,1,21/09/2026 13:09:41,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,1692.2,,,1692.2,1,1692.2,,,,Number Entry,,,Display 3,,,,29,,,,,,29,Q3_answer,,,,,,
84,1789992588000,21/09/2026 12:09:48,1789992588000,1,21/09/2026 13:09:48,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G1,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,1456.2,,,1456.2,1,1456.2,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
85,1789992595000,21/09/2026 12:09:55,1789992595000,1,21/09/2026 13:09:55,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,1,Display 1,Screen 1,,,response,25,,,,6848.9,,,6848.9,0,6848.9,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
86,1789992602000,21/09/2026 12:10:02,1789992602000,1,21/09/2026 13:10:02,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,2,Display 1,Screen 1,,,response,30,,,,11700.5,,,11700.5,1,11700.5,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
87,1789992609000,21/09/2026 12:10:09,1789992609000,1,21/09/2026 13:10:09,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_003,S2P003,S2_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1 (Clone),SYNTHETIC,G1,Group1,Group1,3,Display 1,Screen 1,,,response,5,,,,4632.4,,,4632.4,1,4632.4,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipysa.png,,5,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
