Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
47,1789992329000,21/09/2026 12:05:29,1789992329000,1,21/09/2026 13:05:29,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_002,S1PUB002,S1_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,25,,,,11068.9,,,11068.9,0,11068.9,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
48,1789992336000,21/09/2026 12:05:36,1789992336000,1,21/09/2026 13:05:36,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_002,S1PUB002,S1_PRIV_002,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,5,,,,3718.9,,,3718.9,1,3718.9,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
49,1789992343000,21/09/2026 12:05:43,1789992343000,1,21/09/2026 13:05:43,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,20,,,,12183.0,,,12183.0,1,12183.0,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
50,1789992350000,21/09/2026 12:05:50,1789992350000,1,21/09/2026 13:05:50,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,20,,,,4344.8,,,4344.8,1,4344.8,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
51,1789992357000,21/09/2026 12:05:57,1789992357000,1,21/09/2026 13:05:57,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,25,,,,11922.4,,,11922.4,0,11922.4,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
52,1789992364000,21/09/2026 12:06:04,1789992364000,1,21/09/2026 13:06:04,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,10,,,,3862.4,,,3862.4,1,3862.4,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
53,1789992371000,21/09/2026 12:06:11,1789992371000,1,21/09/2026 13:06:11,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,5,,,,3355.6,,,3355.6,1,3355.6,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
54,1789992378000,21/09/2026 12:06:18,1789992378000,1,21/09/2026 13:06:18,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,20,,,,8573.3,,,8573.3,1,8573.3,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
55,1789992385000,21/09/2026 12:06:25,1789992385000,1,21/09/2026 13:06:25,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,10,,,,2563.4,,,2563.4,1,2563.4,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
56,1789992392000,21/09/2026 12:06:32,1789992392000,1,21/09/2026 13:06:32,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,30,,,,8282.1,,,8282.1,1,8282.1,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
57,1789992399000,21/09/2026 12:06:39,1789992399000,1,21/09/2026 13:06:39,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,30,,,,6635.7,,,6635.7,1,6635.7,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
58,1789992406000,21/09/2026 12:06:46,1789992406000,1,21/09/2026 13:06:46,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,30,,,,8984.9,,,8984.9,1,8984.9,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
59,1789992413000,21/09/2026 12:06:53,1789992413000,1,21/09/2026 13:06:53,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,10,,,,4248.3,,,4248.3,1,4248.3,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
60,1789992420000,21/09/2026 12:07:00,1789992420000,1,21/09/2026 13:07:00,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,5,,,,4042.1,,,4042.1,1,4042.1,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
61,1789992427000,21/09/2026 12:07:07,1789992427000,1,21/09/2026 13:07:07,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,5,,,,3257.0,,,3257.0,1,3257.0,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
62,1789992434000,21/09/2026 12:07:14,1789992434000,1,21/09/2026 13:07:14,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,10,,,,7422.5,,,7422.5,1,7422.5,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
63,1789992441000,21/09/2026 12:07:21,1789992441000,1,21/09/2026 13:07:21,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,6505.2,,,6505.2,1,6505.2,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
64,1789992448000,21/09/2026 12:07:28,1789992448000,1,21/09/2026 13:07:28,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,20,,,,6825.7,,,6825.7,1,6825.7,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
65,1789992455000,21/09/2026 12:07:35,1789992455000,1,21/09/2026 13:07:35,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,20,,,,2837.5,,,2837.5,1,2837.5,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
66,1789992462000,21/09/2026 12:07:42,1789992462000,1,21/09/2026 13:07:42,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,30,,,,7163.4,,,7163.4,1,7163.4,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
67,1789992469000,21/09/2026 12:07:49,1789992469000,1,21/09/2026 13:07:49,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,30,,,,3937.1,,,3937.1,1,3937.1,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
68,1789992476000,21/09/2026 12:07:56,1789992476000,1,21/09/2026 13:07:56,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,5,,,,3324.8,,,3324.8,1,3324.8,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
69,1789992483000,21/09/2026 12:08:03,1789992483000,1,21/09/2026 13:08:03,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,20,,,,9944.6,,,9944.6,1,9944.6,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
70,1789992490000,21/09/2026 12:08:10,1789992490000,1,21/09/2026 13:08:10,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,5,,,,2536.0,,,2536.0,1,2536.0,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
71,1789992497000,21/09/2026 12:08:17,1789992497000,1,21/09/2026 13:08:17,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,5,,,,3520.3,,,3520.3,1,3520.3,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
72,1789992504000,21/09/2026 12:08:24,1789992504000,1,21/09/2026 13:08:24,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_003,S1PUB003,S1_PRIV_003,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,10,,,,3613.5,,,3613.5,1,3613.5,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
73,1789992511000,21/09/2026 12:08:31,1789992511000,1,21/09/2026 13:08:31,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,30,,,,6402.4,,,6402.4,1,6402.4,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
74,1789992518000,21/09/2026 12:08:38,1789992518000,1,21/09/2026 13:08:38,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,5,,,,1933.7,,,1933.7,1,1933.7,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
75,1789992525000,21/09/2026 12:08:45,1789992525000,1,21/09/2026 13:08:45,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,10,,,,5926.7,,,5926.7,1,5926.7,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
76,1789992532000,21/09/2026 12:08:52,1789992532000,1,21/09/2026 13:08:52,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,30,,,,15147.9,,,15147.9,1,15147.9,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
77,1789992539000,21/09/2026 12:08:59,1789992539000,1,21/09/2026 13:08:59,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,30,,,,11592.3,,,11592.3,1,11592.3,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
78,1789992546000,21/09/2026 12:09:06,1789992546000,1,21/09/2026 13:09:06,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,10,,,,4725.0,,,4725.0,1,4725.0,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
79,1789992553000,21/09/2026 12:09:13,1789992553000,1,21/09/2026 13:09:13,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,30,,,,7341.9,,,7341.9,1,7341.9,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
80,1789992560000,21/09/2026 12:09:20,1789992560000,1,21/09/2026 13:09:20,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,20,,,,6385.3,,,6385.3,1,6385.3,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
81,1789992567000,21/09/2026 12:09:27,1789992567000,1,21/09/2026 13:09:27,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,10,,,,8189.4,,,8189.4,1,8189.4,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
82,1789992574000,21/09/2026 12:09:34,1789992574000,1,21/09/2026 13:09:34,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,20,,,,8443.8,,,8443.8,1,8443.8,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
83,1789992581000,21/09/2026 12:09:41,1789992581000,1,21/09/2026 13:09:41,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,5,,,,4556.3,,,4556.3,1,4556.3,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
84,1789992588000,21/09/2026 12:09:48,1789992588000,1,21/09/2026 13:09:48,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,5,,,,3648.6,,,3648.6,1,3648.6,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
85,1789992595000,21/09/2026 12:09:55,1789992595000,1,21/09/2026 13:09:55,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,10,,,,8686.1,,,8686.1,1,8686.1,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
86,1789992602000,21/09/2026 12:10:02,1789992602000,1,21/09/2026 13:10:02,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,30,,,,6372.9,,,6372.9,1,6372.9,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
87,1789992609000,21/09/2026 12:10:09,1789992609000,1,21/09/2026 13:10:09,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,4215.3,,,4215.3,1,4215.3,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
88,1789992616000,21/09/2026 12:10:16,1789992616000,1,21/09/2026 13:10:16,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,10,,,,4011.2,,,4011.2,1,4011.2,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
89,1789992623000,21/09/2026 12:10:23,1789992623000,1,21/09/2026 13:10:23,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,5,,,,4980.7,,,4980.7,1,4980.7,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
90,1789992630000,21/09/2026 12:10:30,1789992630000,1,21/09/2026 13:10:30,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,25,,,,8567.4,,,8567.4,0,8567.4,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
91,1789992637000,21/09/2026 12:10:37,1789992637000,1,21/09/2026 13:10:37,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,5,,,,3527.5,,,3527.5,1,3527.5,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
92,1789992644000,21/09/2026 12:10:44,1789992644000,1,21/09/2026 13:10:44,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,20,,,,2994.8,,,2994.8,1,2994.8,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
93,1789992651000,21/09/2026 12:10:51,1789992651000,1,21/09/2026 13:10:51,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,20,,,,9449.9,,,9449.9,1,9449.9,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
94,1789992658000,21/09/2026 12:10:58,1789992658000,1,21/09/2026 13:10:58,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_004,S1PUB004,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,5,,,,6577.1,,,6577.1,1,6577.1,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
