Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating
44,1789992308000,21/09/2026 12:05:08,1789992308000,1,21/09/2026 13:05:08,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_004,BLINDED,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,4569.7,,,4569.7,,4569.7,,,,,,,Display 1,8,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
45,1789992315000,21/09/2026 12:05:15,1789992315000,1,21/09/2026 13:05:15,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_004,BLINDED,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,4236.0,,,4236.0,,4236.0,,,,,,,Display 1,9,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,baseline.png,optimized.png,
46,1789992322000,21/09/2026 12:05:22,1789992322000,1,21/09/2026 13:05:22,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_004,BLINDED,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,5113.2,,,5113.2,,5113.2,,,,,,,Display 1,10,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
47,1789992329000,21/09/2026 12:05:29,1789992329000,1,21/09/2026 13:05:29,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_004,BLINDED,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,3747.4,,,3747.4,,3747.4,,,,,,,Display 1,11,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
48,1789992336000,21/09/2026 12:05:36,1789992336000,1,21/09/2026 13:05:36,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_004,BLINDED,S1_PRIV_004,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,3209.2,,,3209.2,,3209.2,,,,,,,Display 1,12,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,optimized.png,baseline.png,
49,1789992343000,21/09/2026 12:05:43,1789992343000,1,21/09/2026 13:05:43,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3824.0,,,3824.0,,3824.0,,,,,,,Display 1,1,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
50,1789992350000,21/09/2026 12:05:50,1789992350000,1,21/09/2026 13:05:50,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,3003.8,,,3003.8,,3003.8,,,,,,,Display 1,2,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
51,1789992357000,21/09/2026 12:05:57,1789992357000,1,21/09/2026 13:05:57,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,3829.2,,,3829.2,,3829.2,,,,,,,Display 1,3,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,optimized.png,baseline.png,
52,1789992364000,21/09/2026 12:06:04,1789992364000,1,21/09/2026 13:06:04,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,3564.5,,,3564.5,,3564.5,,,,,,,Display 1,4,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,optimized.png,baseline.png,
53,1789992371000,21/09/2026 12:06:11,1789992371000,1,21/09/2026 13:06:11,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,3625.3,,,3625.3,,3625.3,,,,,,,Display 1,5,compare_20_hard_baseline.png,compare_20_hard_optimized.png,optimized.png,optimized.png,baseline.png,
54,1789992378000,21/09/2026 12:06:18,1789992378000,1,21/09/2026 13:06:18,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,6907.6,,,6907.6,,6907.6,,,,,,,Display 1,6,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,optimized.png,baseline.png,
55,1789992385000,21/09/2026 12:06:25,1789992385000,1,21/09/2026 13:06:25,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,4991.0,,,4991.0,,4991.0,,,,,,,Display 1,7,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
56,1789992392000,21/09/2026 12:06:32,1789992392000,1,21/09/2026 13:06:32,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,5338.6,,,5338.6,,5338.6,,,,,,,Display 1,8,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,baseline.png,optimized.png,
57,1789992399000,21/09/2026 12:06:39,1789992399000,1,21/09/2026 13:06:39,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,3670.4,,,3670.4,,3670.4,,,,,,,Display 1,9,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
58,1789992406000,21/09/2026 12:06:46,1789992406000,1,21/09/2026 13:06:46,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,2203.3,,,2203.3,,2203.3,,,,,,,Display 1,10,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
59,1789992413000,21/09/2026 12:06:53,1789992413000,1,21/09/2026 13:06:53,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,2591.4,,,2591.4,,2591.4,,,,,,,Display 1,11,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
60,1789992420000,21/09/2026 12:07:00,1789992420000,1,21/09/2026 13:07:00,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_005,BLINDED,S1_PRIV_005,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,3296.1,,,3296.1,,3296.1,,,,,,,Display 1,12,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,optimized.png,baseline.png,
61,1789992427000,21/09/2026 12:07:07,1789992427000,1,21/09/2026 13:07:07,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,5130.2,,,5130.2,,5130.2,,,,,,,Display 1,1,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,baseline.png,optimized.png,
62,1789992434000,21/09/2026 12:07:14,1789992434000,1,21/09/2026 13:07:14,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,3523.4,,,3523.4,,3523.4,,,,,,,Display 1,2,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
63,1789992441000,21/09/2026 12:07:21,1789992441000,1,21/09/2026 13:07:21,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,4382.7,,,4382.7,,4382.7,,,,,,,Display 1,3,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
64,1789992448000,21/09/2026 12:07:28,1789992448000,1,21/09/2026 13:07:28,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,5706.2,,,5706.2,,5706.2,,,,,,,Display 1,4,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
65,1789992455000,21/09/2026 12:07:35,1789992455000,1,21/09/2026 13:07:35,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,3115.8,,,3115.8,,3115.8,,,,,,,Display 1,5,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,optimized.png,baseline.png,
66,1789992462000,21/09/2026 12:07:42,1789992462000,1,21/09/2026 13:07:42,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,3764.1,,,3764.1,,3764.1,,,,,,,Display 1,6,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,optimized.png,baseline.png,
67,1789992469000,21/09/2026 12:07:49,1789992469000,1,21/09/2026 13:07:49,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,1841.8,,,1841.8,,1841.8,,,,,,,Display 1,7,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,baseline.png,optimized.png,
68,1789992476000,21/09/2026 12:07:56,1789992476000,1,21/09/2026 13:07:56,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,2522.5,,,2522.5,,2522.5,,,,,,,Display 1,8,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,baseline.png,optimized.png,
69,1789992483000,21/09/2026 12:08:03,1789992483000,1,21/09/2026 13:08:03,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,4231.9,,,4231.9,,4231.9,,,,,,,Display 1,9,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
70,1789992490000,21/09/2026 12:08:10,1789992490000,1,21/09/2026 13:08:10,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,4412.6,,,4412.6,,4412.6,,,,,,,Display 1,10,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
71,1789992497000,21/09/2026 12:08:17,1789992497000,1,21/09/2026 13:08:17,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,7243.8,,,7243.8,,7243.8,,,,,,,Display 1,11,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,baseline.png,optimized.png,
72,1789992504000,21/09/2026 12:08:24,1789992504000,1,21/09/2026 13:08:24,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_006,BLINDED,S1_PRIV_006,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,2511.1,,,2511.1,,2511.1,,,,,,,Display 1,12,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,optimized.png,baseline.png,
73,1789992511000,21/09/2026 12:08:31,1789992511000,1,21/09/2026 13:08:31,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3442.6,,,3442.6,,3442.6,,,,,,,Display 1,1,compare_30_easy_optimized.png,compare_30_easy_baseline.png,optimized.png,optimized.png,baseline.png,
74,1789992518000,21/09/2026 12:08:38,1789992518000,1,21/09/2026 13:08:38,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,4516.7,,,4516.7,,4516.7,,,,,,,Display 1,2,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
75,1789992525000,21/09/2026 12:08:45,1789992525000,1,21/09/2026 13:08:45,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,3423.1,,,3423.1,,3423.1,,,,,,,Display 1,3,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
76,1789992532000,21/09/2026 12:08:52,1789992532000,1,21/09/2026 13:08:52,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized.png,,,,4048.7,,,4048.7,,4048.7,,,,,,,Display 1,4,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,baseline.png,optimized.png,
77,1789992539000,21/09/2026 12:08:59,1789992539000,1,21/09/2026 13:08:59,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,2495.4,,,2495.4,,2495.4,,,,,,,Display 1,5,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
78,1789992546000,21/09/2026 12:09:06,1789992546000,1,21/09/2026 13:09:06,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,7340.9,,,7340.9,,7340.9,,,,,,,Display 1,6,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,optimized.png,baseline.png,
79,1789992553000,21/09/2026 12:09:13,1789992553000,1,21/09/2026 13:09:13,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,6408.2,,,6408.2,,6408.2,,,,,,,Display 1,7,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
80,1789992560000,21/09/2026 12:09:20,1789992560000,1,21/09/2026 13:09:20,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,2529.0,,,2529.0,,2529.0,,,,,,,Display 1,8,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
81,1789992567000,21/09/2026 12:09:27,1789992567000,1,21/09/2026 13:09:27,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,6122.5,,,6122.5,,6122.5,,,,,,,Display 1,9,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,optimized.png,baseline.png,
82,1789992574000,21/09/2026 12:09:34,1789992574000,1,21/09/2026 13:09:34,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,11908.4,,,11908.4,,11908.4,,,,,,,Display 1,10,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
83,1789992581000,21/09/2026 12:09:41,1789992581000,1,21/09/2026 13:09:41,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,5729.4,,,5729.4,,5729.4,,,,,,,Display 1,11,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,optimized.png,baseline.png,
84,1789992588000,21/09/2026 12:09:48,1789992588000,1,21/09/2026 13:09:48,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_007,BLINDED,S1_PRIV_007,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,3119.2,,,3119.2,,3119.2,,,,,,,Display 1,12,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,optimized.png,baseline.png,
85,1789992595000,21/09/2026 12:09:55,1789992595000,1,21/09/2026 13:09:55,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_008,BLINDED,S1_PRIV_008,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G1,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,6309.1,,,6309.1,,6309.1,,,,,,,Display 1,1,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
